sentence_number,sentence_text
240,"STAND TAKEN European Community ( EC ) members of the International Tin Council , except Britain , have said they are prepared to back an extension of the International Tin Agreement , an EC spokesman said ."
241,"He said at a meeting of EC states ' representatives here yesterday , Britain undertook to communicate its own decision to its partners today ."
242,It said it was not ready yesterday to take a stand but did not say why .
243,He added nine other EC states backed an extension .
244,"Spain and Portugal , which are not members of the International Tin Council , raised no objections to a common EC stance in favour ."
245,"JAPAN GIVEN LITTLE HOPE OF AVOIDING U . S . SANCTIONS A top U . S . Official said Japan has little chance of convincing the U . S . To drop threatened trade sanctions , despite the efforts of a Japanese team that left for Washington today ."
246,"Michael Armacost , Under Secretary of State for Political Affairs , was asked at a press conference whether Japan ' s moves to boost its domestic economy and open its markets could persuade the U . S . Not to impose tariffs on Japanese imports said , and replied : ""... It is probably too early for the figures to demonstrate that the situation has turned around and to permit the result you have described ."""
247,"Armacost said the U . S . Hopes Japan will take steps to lift its domestic economy and reduce dependence on exports , remove barriers to imports and settle outstanding trade issues ."
248,""" There are obvious problems at the moment in the trade area , but we do not wish those problems to divert attention from important areas of cooperation that continue to exist on security and political issues ,"" he said ."
249,""" The question is whether through cooperative actions between our governments we can reduce the ( trade ) imbalance or whether Congress takes action to reduce it through protectionist legislation ,"" he said ."
250,"THAI ZINC EXPORTS FALL IN MARCH Thai zinc ingot exports fell to 882 tonnes in March from 1 , 764 in February and 3 , 008 in March 1986 , the Mineral Resources Department said ."
251,"A spokesman for Padaeng Industry Co Ltd , the country ' s sole exporter , attributed the decline to the company ' s lower stocks , which averaged 5 , 000 tonnes in the first quarter against 16 , 000 tonnes in late 1985 when it began exporting ."
252,"The department said major buyers included China , Japan , the Philippines , South Korea , Singapore and Taiwan ."
253,"Thailand exported 4 , 842 tonnes of zinc ingots during the first quarter , down from 14 , 937 a year ago ."
254,"EC SUGAR TENDER HARD TO PREDICT - LONDON TRADE The outcome of today ' s European Community ( EC ) white sugar tender is extremely difficult to predict after last week ' s substantial award of 102 , 350 tonnes at the highest ever rebate of 46 . 864 European currency units ( Ecus ) per 100 kilos , traders said ."
255,"Some said they believed the tonnage would probably be smaller , at around 60 , 000 tonnes , but declined to give a view on the likely restitution ."
256,"Last week , the European Commission accepted 785 , 000 tonnes of sugar into intervention by operators protesting about low rebates ."
257,"This might be a determining factor in today ' s result , they added ."
258,"NORTH YEMEN CALLS SUGAR BUYING TENDER - TRADE North Yemen has called a buying tender for Saturday for the purchase of 30 , 000 tonnes of white sugar for arrival in June , traders said ."
259,"ANHEUSER - BUSCH JOINS BID FOR SAN MIGUEL Anheuser - Busch Companies Inc & lt ; BUD . N > has joined several other foreign bidders for sequestered shares of the Philippines ' largest food and beverage maker San Miguel Corp & lt ; SANM . MN >, the head of a government panel which controls the shares told Reuters ."
260,"Ramon Diaz , Secretary of the Presidential Commission on Good Government ( PCGG ), said Anheuser - Busch had told the government it was interested in buying 14 mln "" B "" shares of San Miguel ."
261,He did not disclose the offered price .
262,"Diaz said Australian brewer Alan Bond ' s Bond Corp Holdings Ltd had offered 150 pesos per share for the "" B "" shares ."
263,Diaz said New York investment bank Allen and Co Inc had earlier said it was interested in buying all 38 . 1 mln sequestered shares .
264,"He told Reuters last month Elders IXL Ltd & lt ; ELXA . S >, the Melbourne - based brewing company , had also bid for the "" B "" shares ."
265,"The Hong Kong Economic Journal last month quoted a spokesman of Australian stock broker Jacksons Ltd as saying that & lt ; Barwon Farmlands Ltd >, an Australian firm owned 30 pct by & lt ; Ariadne Australia Ltd >, was planning a Filipino branch in order to buy the entire block of 38 . 1 mln shares ."
266,"Anheuser - Busch last year made a 150 mln dlr bid to buy & lt ; San Miguel Brewery Ltd >, a Hong Kong listed company which is 69 . 65 pct owned by & lt ; Neptunia Corp Ltd >, a San Miguel Corp subsidiary ."
267,The talks broke down last June after the two sides said they could not agree on the terms of the sale .
268,"ECONOMIC SPOTLIGHT - AUSTRALIAN MARKETS BOOMING Australian markets are booming as foreign fund managers redirect capital away from the United States and other traditional markets , analysts said ."
269,"High short - term interest rates , a bullish stock market and an increasingly stable currency reflect a massive inflow of fresh funds in the last two months , largely from Japanese and U . S . Investors , analysts polled by Reuters said ."
270,"Fund managers want quality markets to park their cash in and have settled on Australia , Britain and Canada as they diversify from volatile U . S . Dollar instruments , they said ."
271,"A one percentage point fall in key 10 - year bonds rates in the past month , record share prices and a 10 - month high for the currency of 0 . 71 U . S . Dlrs all illustrated the inflow ."
272,"Official figures on the latest inflow of investment capital are not available , but brokers said they received almost daily inquiries from Japan and the United States ."
273,""" These people have got trillions of dollars sloshing about and they don ' t know what to do with it ."
274,"Some of that is ending up here with the attraction of high interest rates and reasonable currency stability ,"" National Australia Bank Ltd economist Brian Hamley said ."
275,""" There is a ' flight to quality ',"" Hamley said ."
276,""" Australia may not be in the best ( economic ) position , but there aren ' t too many other countries where you ' d want to put your money ."""
277,"The stronger Australian dollar was also attracting investors taking advantage of an appreciating currency against the volatility of the U . S . Unit , analysts said ."
278,""" We ' re looking a more favoured market than perhaps the U . S . Where some people would be concerned about the value of the U . S . Dollar ,"" Lloyds Bank NZA Ltd chief economist Will Buttrose said ."
279,""" Why not put the money in Australia where entry is cheap and the currency looks stable ?"""
280,"But turning that capital into more permanent productive investment depends on government economic policy , he said ."
281,""" It will only disappear if people lose confidence in the direction in the economy ,"" Buttrose said , adding that offshore investors would carefully watch the government ' s promised tough economic statement on May 14 ."
282,"While happy to invest in bonds and other vehicles yielding interest unobtainable elsewhere , fund managers could just as easily reverse the flow -- particularly the Japanese , who were badly hurt in the past by rapid falls in the Australian dollar and hefty jumps in bond rates , analysts said ."
283,""" It will remain very edgy money ."
284,"If something was not to be delivered , if the statement wasn ' t considered tough enough , one might see a substantial outflow ,"" Buttrose said ."
